Electricite ,Temperature,Usure ,Pression,Humidite,Echappement,Congestion reseau
729.62,26.2,68.7,1011.3,78.29,432.65,0.57
577.62,29.4,70.68,1008.34,53.95,436.92,0.45
763.56,26.85,94.75,1017.43,74.55,433.48,0.24
512.88,25.02,88.87,1008.79,63.06,444.7,0.19
495.10,26.7,51.14,1007.68,67.97,438.92,0.07
644.18,27.49,79.36,1015.43,47.45,445.66,0.27
635.90,22.49,65.65,1020.21,78.99,447.48,0.26
450.46,13.65,94.37,1017.99,87.04,466.06,0.33
497.02,17.95,83.62,1012.05,59.44,455.1,0.79
641.96,19.38,89.58,1013.13,83.54,452.01,0.11
649.73,24.95,72.7,1011.34,81.05,440.97,0.47
638.42,25.21,85.37,1012.24,85.14,441.04,0.66
597.31,22.04,79.66,1017.34,84.75,442.45,0.59
587.82,19.18,82.16,1017.46,76.72,453.2,0.22
450.46,11.3,88.41,1018.19,91.66,470.5,0.53
510.96,20.79,58.61,1017.75,73.35,456.01,0.1
413.70,8.26,64.77,1025.23,89.22,485.73,0.32
411.17,8.56,84.29,1021.27,95.87,471.58,0.58
513.89,16.32,69.26,1013.37,97.19,458.28,0.12
526.01,17.84,84.68,1006.65,100.09,450.67,0.49
415.82,10.72,52.69,1019.68,60.71,479.21,0.3
590.45,20.3,81.31,1015.93,82.13,448.79,0.03
410.67,14.02,52.32,1017.05,84.14,465.39,0.06
624.89,23.92,79.46,1009.63,54.16,441.15,0.43
427.43,13.08,92.27,1016.63,83.72,462.41,0.59
667.11,27.35,50.64,1017.62,55.26,439.6,0.75
403.60,11.04,62.58,1025.75,94.44,468.84,0.24
746.49,28.73,64.68,1004.91,70.17,436.12,0.73
607.01,20.2,77.63,1010.66,84.24,451.17,0.56
442.08,23.61,62.39,1011.81,56.08,444.55,0.6
418.54,11.64,50.39,1016.4,73.18,478.99,0.69
627.21,18.99,74.72,1020,76.76,453.09,0.58
441.07,15.86,74.46,1011.11,82.24,465.46,0.53
645.79,26.52,78.93,1018.23,42.41,440.47,0.11
565.90,15.11,94.8,1020.27,89.95,462.65,0.41
687.61,28.29,66.61,1010.77,53.92,430.93,0.45
635.39,20.61,90.72,1013.24,79.54,446.53,0.47
574.59,23.36,50.91,1014.23,78.34,440.51,0.38
587.62,20.71,86.62,1007.63,98.44,447.06,0.01
823.76,21.37,84.02,1006.57,81.56,434.38,0.64
444.30,14.68,79.9,1023.36,86.79,461.91,0.55
418.54,10.77,92.77,1016.72,75.27,479.19,0.16
391.68,12.15,62.97,1013.34,95.05,474.15,0.64
615.70,26.75,99.75,1012.05,56.77,447.93,0.78
435.71,13.45,81.7,1015.5,74.33,474.1,0.63
397.84,15.75,95.16,1014.38,76.29,468.6,0.33
704.07,21.88,76.63,1010.28,97.64,444.39,0.58
598.63,29.48,55.2,1010.99,51.23,440.72,0.77
442.38,12.99,93.07,1023.16,64.65,466.95,0.75
688.01,20.94,50.77,1012.43,78.2,446.41,0.43
637.21,19.16,72.07,1017.71,91.15,449.51,0.07
590.75,22.19,77.58,1010.91,77.03,449.4,0.11
679.23,26.92,92.27,1017.74,61.68,434.05,0.37
361.48,5.66,74.67,1013.86,94.42,484.15,0.45
492.68,16,61.42,1013.9,88.64,458.27,0.51
402.49,6.87,81.64,1012.66,83.34,486.26,0.52
501.87,15.84,79.2,1015.14,90.41,462.6,0.04
479.04,20.98,64.45,1007.39,68.15,450,0.35
699.22,22.8,99.57,1011.8,76.95,439.3,0.17
620.85,28.28,54.83,1009.44,60.89,443.12,0.74
685.08,24.05,69.25,1009.35,63.8,442.53,0.24
375.72,17.19,76.13,1011.84,67.59,468.4,0.52
659.23,27.14,74.22,1013.26,55.17,441.68,0.15
742.35,23.39,91.6,1011.37,88.48,441.18,0.06
436.42,25.16,64.27,1011.73,88.69,442.29,0.29
420.87,16.39,95.49,1012.96,61.07,467.68,0.24
519.44,21.13,91.63,1007.43,88.72,445.4,0.52
607.01,20.16,57.65,1011.24,86.23,453.36,0.3
750.73,25.16,67.71,1014.55,76.7,436.15,0.42
505.51,22.27,79.32,1007.1,89.34,442.24,0.01
685.79,23.88,57.26,1005.99,67.58,446.34,0.67
377.34,9.23,73.33,1015.01,67.38,481.08,0.75
549.64,23.38,51.32,1013.95,73.02,451.87,0.17
739.02,25.42,92.97,1012.29,85.86,437.06,0.71
434.50,7.31,77.82,1014.19,86.43,484.82,0.59
418.95,16.34,74.63,1015.92,48.24,453.6,0.65
721.44,29.83,85.16,1011.93,55.8,439.34,0.49
608.73,23.87,88.26,1018.94,77.16,439.86,0.26
590.75,21.86,70.79,1010.88,76.79,449.9,0.25
451.07,14.47,57.3,1016.33,93.52,464.41,0.25
618.83,22.66,91.21,1019.29,55.43,448.68,0.03
609.23,24.98,70.62,1015.63,57.19,444.67,0.43
608.73,24.96,93.18,1018.68,69.97,442.67,0.62
681.25,29.14,84.81,1015.51,46.47,433.34,0.14
548.43,14.3,94.45,1015.16,75.29,464.9,0.7
518.13,20.07,81.6,1011.9,94.62,450.46,0.39
394.30,4.99,94.65,1020.45,78.89,472.52,0.39
394.30,10.44,90.88,1023.99,85.03,480.34,0.24
375.11,10.25,52.19,1013.14,70.73,474.37,0.78
598.12,25.89,76.57,1013.4,80.17,445.75,0.09
718.51,7.89,84.59,1018.4,86.49,474.66,0.33
533.68,27.82,85.24,1006.23,52.18,440.31,0.13
452.99,13.69,81.32,1016.89,79.87,470.78,0.46
414.20,7.36,71.67,1024.9,97.88,476.8,0.49
423.49,10.71,62.42,1018.23,90.88,478.76,0.03
689.53,33.7,97.13,1007.16,50.41,427.4,0.14
448.95,15.03,60.35,1020.94,65.57,460.06,0.16
574.69,23.25,79.08,1006.82,76.37,442.76,0.33
422.08,10.03,77.89,1020.35,66.42,475.42,0.6
600.34,26.49,79.71,1012.09,57.84,441.16,0.54
452.99,12.14,78,1014.36,60.04,476.68,0.02
750.73,31.03,99.7,1011.55,63.45,429.35,0.79
608.93,22.85,74.18,1017.29,61.92,448.58,0.21
492.68,22.19,68.19,1017.84,76.01,446.51,0.32
657.71,27.2,96.77,1016.2,44.95,442.54,0.57
518.13,20.77,69.47,1013.89,88.72,450.97,0.72
577.62,29.7,97.39,1008.41,55.07,436.29,0.28
589.13,27.98,50.39,1013.92,54.25,437.76,0.73
453.49,16.64,75.37,1021.02,70.34,460.93,0.15
749.62,30.7,76.11,1008.12,50.39,432.51,0.67
720.33,27.84,94.69,1007.72,79.25,431.37,0.39
756.19,22.53,87.62,1009.91,93.21,444.69,0.16
452.28,21.03,60.41,1007.99,36.82,459.72,0.13
688.01,21.97,86.16,1012.53,75.12,443.39,0.15
598.02,22.88,71.61,1011.51,86.93,440.25,0.62
609.74,24.99,71.59,1005.66,74.87,437.67,0.32
496.42,20.54,82.79,1021.02,56,458.6,0.32
440.87,7.3,93.35,1019.33,67.62,482.96,0.54
444.70,9.53,78.02,1008.87,89.99,471.23,0.3
437.73,14.01,89.94,1016.95,83.41,463.81,0.4
679.93,31.87,53.45,1013.65,36.69,435.47,0.58
587.42,15.77,79.52,1016.09,82.56,450.11,0.31
479.25,19.02,97.91,1007.44,76.76,453.08,0.11
653.37,30.27,56.32,1006.3,53.69,435.67,0.37
389.05,18.98,92.23,1018.85,63.16,454.6,0.26
421.78,14.56,99.87,1023.82,85.36,464.3,0.18
679.93,30.87,63.33,1013.78,34.54,436.96,0.22
532.47,14.71,72.06,1024.7,70.29,462.34,0.64
662.66,24.49,71.4,1014.71,63.47,447.26,0.35
467.93,20.14,51.17,1013.24,83.39,453.35,0.28
729.62,26.95,56.49,1011.16,73.14,435.65,0.1
495.10,26.76,82.49,1007.96,70.05,439.4,0.65
404.30,11.89,71.89,1019.53,89.48,471.85,0.73
414.50,15.12,68.42,1025.95,69.67,460.58,0.75
749.62,23.39,84.27,1009.83,86.05,439.92,0.42
750.83,28.31,85.61,998.42,79.23,431.95,0.18
453.39,20.94,59.79,1009.64,75.14,450.71,0.63
599.84,22.84,67.39,1014.61,80.36,443.71,0.25
484.09,27.44,83.88,1002.71,59.44,437.76,0.53
386.33,11.64,94.77,1013.33,85.79,472.34,0.41
479.25,25.72,98.95,1007.74,58.35,442.78,0.78
416.73,9.97,67.68,1020.6,91.14,475.43,0.11
441.27,17.62,88.2,1016.49,67.92,465.93,0.05
650.84,30.94,77.11,1014.36,53.76,439.84,0.21
697.30,22.26,80.42,1010.48,84.33,444.73,0.05
394.30,10.94,57.74,1021.62,86.41,479.8,0.06
671.04,24.26,74.17,1011.33,55.32,445.63,0.61
596.61,25.74,97.06,1007.37,79.89,441.05,0.46
422.08,16.16,99.74,1007.53,76.21,453.39,0.06
454.60,13.97,57.39,1017.44,89.15,461.96,0.14
514.09,20.58,52.64,1011.89,72.56,452.6,0.65
446.52,13.12,80.91,1019.57,89.29,469.09,0.29
635.39,27.08,66.8,1011.9,62.58,442.91,0.56
679.93,20.3,53.23,1013.49,80.9,441.51,0.37
453.29,14.81,57.55,1019.1,66.7,464.65,0.72
672.26,28.18,76.34,1005.69,65.67,426.79,0.23
399.76,14.47,91.84,1011.31,69.85,467.34,0.75
645.39,21.82,92.62,1014.48,92.53,447.29,0.39
679.93,29.25,57.4,1013.88,38.57,437.94,0.51
631.45,20.3,71.52,1017.96,75.17,451.86,0.22
756.19,24.82,93.91,1010.28,73.54,434.46,0.11
454.60,13.2,71.08,1013.96,78.78,466.71,0.68
415.72,15.4,56.7,1005.34,80.22,465.16,0.26
418.54,11.71,56.7,1015.37,79.95,474.22,0.03
397.84,19.35,59.73,1013.91,61.53,465.28,0.3
412.18,10.18,90.39,1015.79,81.42,475.13,0.72
439.96,19.81,87.61,1013.39,38.13,460.59,0.04
445.01,14.79,70.47,1018.53,74.79,465.77,0.33
432.79,7.87,76.45,1012.18,94.21,480.54,0.6
395.52,14.1,55.18,1008.19,74.05,464.07,0.16
400.36,2.8,78.67,1011.01,82.96,482.66,0.4
490.86,14.7,81.28,1006.91,85.65,460.63,0.5
678.42,29.26,54.9,1006.6,70.58,436.42,0.03
719.63,27.02,99.66,1000.48,87.86,438.33,0.72
590.45,19.01,60.35,1017.14,90.99,446.18,0.66
397.84,13.33,59.2,1013.93,84.74,471.23,0.53
662.46,27.56,87.36,1010.88,66.47,439.64,0.41
382.08,10.36,87.31,1005.87,98.56,472.62,0.02
671.45,26.65,69.72,1005.7,65.09,436.65,0.63
720.33,32.81,87.91,1007.69,47.29,434.38,0.35
600.24,22.59,87.07,1005.85,84.02,442,0.6
410.97,12.64,67.06,1015.86,82.06,474.08,0.78
597.31,26.9,81.42,1016.18,70.88,436.16,0.52
441.37,10.01,92.4,1015.73,91.97,479.24,0.64
388.24,4.44,88.03,1016.14,75.35,486.53,0.33
702.05,31.02,76.14,1011.16,47.64,431.15,0.36
678.42,32.38,94.3,1006.97,60.04,438.67,0.41
419.66,8.52,51.95,1002.09,86.81,483.63,0.01
419.15,11.37,87.22,1013.57,88.82,475.94,0.79
548.43,13.41,92.47,1016.48,79.28,467.88,0.74
455.41,14.07,92.85,1013.32,94.45,462.69,0.56
359.26,5.17,65.41,1026.68,79.86,491.32,0.64
662.66,25.34,81.09,1014.61,57.51,442.82,0.75
685.79,32.32,52.65,1006.08,37.93,428.12,0.42
486.21,22.7,80.8,1014.06,60.09,448.96,0.52
409.56,17.14,67.38,1000.05,71.41,461.21,0.21
396.12,9.51,77.82,1015.3,72.41,474.12,0.3
594.08,23.38,87.81,1012.27,77.87,446.54,0.74
411.17,12.29,55.15,1019.71,83.09,469.75,0.78
671.75,18.32,79.89,1015.18,81.5,459.89,0.32
452.99,14.39,66.55,1014.19,75.16,465.88,0.46
441.47,15.03,65.26,1025.07,83.25,463.12,0.76
440.87,6.09,98.23,1020.95,71.15,485.96,0.68
473.99,19.08,70.83,1010.6,75.21,454.45,0.32
426.52,17.5,79.69,1013.37,86.87,462.57,0.55
466.42,14.62,75.3,1014.75,96.81,462.26,0.66
711.04,26.71,64.9,1007.59,82.63,432.64,0.12
432.79,7.68,65.02,1012.51,91.51,479.16,0.68
405.21,17.79,87.29,1012.74,79.03,459.13,0.1
366.02,7,73.63,1013.15,89.64,483.06,0.69
805.37,29.42,86.31,1007.24,61.26,437.61,0.71
659.93,26.91,92.16,1014.19,50.7,443.6,0.02
593.78,18.76,91.95,1016.66,88.22,453.44,0.45
524.70,22.54,79.85,1007.29,79.28,447.29,0.45
503.28,13.41,50,1008.83,87.14,466.38,0.73
404.20,6.45,52.49,1032.08,79.7,481.36,0.32
548.43,13.98,54.28,1015.58,74.91,466.52,0.43
463.29,16.12,59.79,1008.15,86.12,457.41,0.14
428.64,9.71,86.17,1014.29,94.03,481.03,0.29
403.60,9.82,88.62,1024.72,97.69,471.96,0.37
688.01,28.9,59.79,1011.87,46.56,438.53,0.6
411.17,14.81,92.47,1018.54,73,467.66,0.44
729.62,24.66,75,1011.35,77.45,434.33,0.43
397.84,14.28,81.01,1013.82,77.52,469.92,0.15
787.30,26.79,77.67,1009.9,80.22,437.91,0.18
805.37,31.74,76.93,1007.07,61.47,431.72,0.06
607.01,20.77,60.19,1011.11,81.09,450.32,0.4
370.77,12.93,62.82,1013.22,83.44,472.42,0.19
597.42,17.98,94.72,1012.09,83.03,451.97,0.62
412.38,14.72,78.93,1009.65,80.98,469.8,0.57
418.75,10.17,97.69,1019.34,83.04,480.13,0.58
389.46,9.27,63.81,1017.69,62.49,475.42,0.07
451.27,15.57,99.52,1022.01,90.02,460.91,0.6
653.37,28.24,51.62,1007.35,61.14,438.03,0.48
627.21,17.94,74.13,1019.81,82.65,453.55,0.14
697.30,31.71,67.04,1008.79,49.32,441.15,0.61
444.30,14.09,59.54,1021.02,94.39,468.09,0.34
415.82,11.61,54.28,1019.57,58.82,476.81,0.1
394.30,5.45,90,1020.07,77.05,487.33,0.43
662.66,23.47,63.9,1014.57,69.83,447.16,0.24
426.62,17.32,93.91,1017.35,62.96,472.33,0.59
421.98,13.49,54.27,1010.66,63.34,467.92,0.55
415.11,15.8,95.13,1003,77.36,465.87,0.24
452.28,19.72,73.07,1009.27,39.18,464.54,0.04
788.31,27.58,53.99,1010.83,94.98,431.95,0.6
739.02,23.42,52.66,1012.07,88.39,438.22,0.06
396.73,11.56,65.43,1011.27,82.05,477.71,0.41
635.90,25.53,67.26,1019.81,59.7,444.38,0.68
422.08,10.3,83.43,1021.09,49.39,471.58,0.75
494.09,24.77,86.55,1010.25,47.04,448.25,0.76
685.79,25.31,66.21,1006.34,68.04,440.36,0.27
624.89,21.92,92.46,1009.68,58.83,445.52,0.03
415.82,11.61,79.62,1019.57,58.82,476.81,0.2
492.68,23.38,64.22,1019.03,78.69,446.18,0.2
700.33,27.68,69.57,1008.28,70.9,436.37,0.64
414.20,7.36,77.88,1025.49,96.48,477.37,0.07
454.50,14.64,77.1,1021.78,41.25,475.98,0.48
422.08,16.58,88.46,1006.24,72.95,452.95,0.73
431.98,14.41,84.59,1019.84,82.54,465.89,0.53
603.98,20.3,77.41,1015.24,78.75,453.29,0.32
705.18,30.96,80.97,1009.6,51.55,438.74,0.62
643.67,22.66,54.49,1013.24,83.95,444.41,0.36
411.37,13.45,60.15,1018.7,93.88,461.03,0.08
583.38,17.3,98.43,1016.26,87.74,455.75,0.55
389.05,15.61,78.97,1018.4,80.99,439.21,0.78
432.89,13.42,64.06,1013.88,85.13,473.27,0.75
700.94,27,61.17,1004.86,82.2,433.83,0.63
624.89,19.94,64.91,1009.7,66.6,445.97,0.24
441.27,14.81,86.17,1017.19,71.9,470.71,0.71
707.40,30.58,53.41,1010.4,48.16,431.59,0.42
704.48,25.52,66.4,1010.36,90.06,435.12,0.69
599.84,21.84,55.8,1015.77,88.12,442.11,0.3
635.90,18.87,96.94,1020.55,82.87,455.22,0.31
650.84,28.97,97.92,1014.55,54.67,438.08,0.45
543.58,14.51,92.1,1016.46,62.75,463.17,0.11
395.52,12.57,67.6,1016.53,88.91,476.2,0.13
644.99,21.33,87.4,1020.33,72.13,445.02,0.78
459.65,12.87,66.01,1015.3,86.67,475.77,0.11
750.73,25.31,52.54,1015.04,79.88,436.21,0.41
416.73,8.8,58.27,1008.08,96.52,479.74,0.49
485.20,12.87,74.68,1012.47,100.13,465.56,0.15
450.46,11.67,70.36,1018.09,92.53,467.96,0.09
589.13,28.77,70.45,1013.73,36.6,448.06,0.46
490.86,26.17,84.67,1002.59,61.41,439.86,0.77
427.03,18.32,96.53,1007.86,45.62,460.27,0.59
683.67,23.99,57.11,1007.9,78.57,437.1,0.53
739.12,24.13,96.42,1012.62,91.52,436.22,0.42
495.10,23.07,69.09,1009.07,84.1,444.22,0.5
591.76,16.73,57.75,1015.02,89.61,455.3,0.2
594.08,22.16,86.19,1009.61,87.16,444.76,0.45
741.34,28.95,93.94,1011.33,55.14,440.67,0.34
418.95,8.76,83.81,1018.49,74.98,474.3,0.19
755.28,23.08,75.94,1009.85,83.67,437.86,0.15
678.42,24.01,57.94,1007.44,86.87,443.09,0.08
439.15,16.13,90.04,1014.41,50.05,459.47,0.74
652.76,25.23,66.79,1020.59,52.2,447.28,0.08
417.94,12.74,93.85,1021.92,56.67,475.63,0.75
689.83,23.11,54.61,1017.83,86.62,437.91,0.34
699.22,22.24,92.79,1011.83,79.37,441.9,0.29
702.86,30.74,81.85,1008.69,68.04,437.81,0.54
589.13,17.9,93.89,1013.6,85.81,452.28,0.2
724.88,22.42,89.3,1005.5,90.62,435.06,0.36
710.23,23.7,91.49,1007.21,66.85,439.59,0.53
419.66,9.56,69.65,1002.67,70.27,481.24,0.26
755.28,22.89,93.61,1009.79,81.57,443.7,0.34
382.29,13.44,91.09,1009.78,99.13,469.89,0.05
756.19,31.11,58.02,1009.11,54.86,434.3,0.05
390.06,15.3,86.21,1017.19,70.63,462.65,0.36
392.99,13.42,86.84,1012.81,73.82,472.22,0.51
657.11,23.4,80.52,1014.32,67.38,442.7,0.72
693.16,25.13,85.04,1013.57,43.44,446.36,0.09
463.29,5.76,55.44,1010.83,95.79,481.4,0.62
744.07,28.86,83.53,1006.65,68.23,431.15,0.3
644.18,23,88.96,1015.85,70.46,444.62,0.08
416.12,11.75,80.97,1012.7,89.86,475.35,0.04
411.58,11.52,50.93,1016.23,85.18,477.19,0.74
397.64,6.99,78.67,1020.19,75.06,487.18,0.53
416.42,13.83,51.33,993.31,93.94,466.2,0.68
746.19,33.37,59.49,1005.8,47.94,436.76,0.52
671.04,31.81,95.01,1011.21,53.55,426.84,0.19
581.26,28.75,50.54,1004.77,57.55,435.33,0.7
502.78,17.11,88.26,1007.25,100.09,453.22,0.2
437.73,14.26,75.93,1017.24,81.54,464.62,0.65
750.83,31.25,65.85,999.06,69.85,432.22,0.58
398.14,2.58,81.75,1028.68,69.03,488.69,0.45
411.27,7.01,66.32,1024,86.37,489.64,0.5
742.35,27.17,67.91,1010.36,73.29,435.22,0.35
720.33,32.98,51.06,1003.67,49.78,433.56,0.71
776.29,26.08,78.39,1003.3,79.49,436.85,0.36
495.10,20.94,56.42,1008.91,87.32,448.18,0.13
706.80,32.51,52.3,1011.92,49.45,428.37,0.65
423.80,16.05,75.53,1011.82,96.05,463.72,0.39
406.02,13.93,87.58,1013.41,89.86,466.47,0.25
517.02,20.66,82.09,1008.81,88.93,447.14,0.07
724.47,22.88,57.54,1010.11,86.96,436.36,0.43
415.51,6.5,70.58,1028.15,86.78,480.96,0.09
644.08,22.45,55.75,1014.57,87.44,444.26,0.67
605.19,23.35,73.1,1009.86,88.6,439.82,0.17
430.97,23.56,68.9,1008.01,66.76,440.69,0.04
797.09,28.97,81.35,1011.71,88.5,430.98,0.16
671.45,27.4,76.51,1004.71,51.5,439.66,0.13
625.19,24.46,86.62,1013.88,87.16,441.34,0.19
604.69,23.25,88.93,1018.69,66.4,444.23,0.25
397.84,13.52,84.27,1012.91,84.03,474.82,0.69
637.61,25.62,74.31,1013.84,83.49,439.13,0.29
506.21,21.75,87.31,1009.36,94.41,446.64,0.06
608.93,25.14,70.3,1017.91,53.3,444.5,0.31
384.41,7.69,90.34,1020.72,83.47,483.54,0.58
431.67,13.74,89.96,1029.54,70,465.92,0.3
398.14,2.71,59.02,1026.66,81.11,489.3,0.67
758.31,29.28,71.77,1005.21,59,436.15,0.53
549.64,20.08,85.33,1011.79,89.35,457.14,0.29
620.65,21.71,85.59,1010.97,91.62,445.72,0.52
416.73,9.96,56.61,1022.9,83.83,475.21,0.26
488.94,22.32,89.22,1008.68,79.11,445.36,0.43
343.70,13.25,51.9,1018.94,72.1,470.46,0.62
483.08,13.77,54.04,1007.41,90.66,466.07,0.34
705.79,28.36,50.15,1007.75,84.17,434.03,0.59
587.42,16.25,85.64,1018.34,78.59,458.31,0.09
605.19,22.78,68.84,1011.28,88.78,440.87,0.06
609.23,25.92,83.38,1016.05,52.51,448.37,0.1
405.11,9.48,96.15,1025.49,73.81,472.16,0.28
716.49,29.34,93.17,1007.82,62.43,433.57,0.51
586.31,23.69,68.38,1012.08,74.26,444.46,0.32
737.91,27.58,67.32,1009.63,88.31,438.1,0.66
419.55,10.59,86.63,1019.94,72.52,478.74,0.24
749.62,25.42,90.24,1009.04,88.55,433.97,0.11
662.46,23.69,74.96,1010.85,88.92,439.66,0.76
403.60,7.69,50.11,1023.9,89.18,478.05,0.13
429.15,8.48,85.77,1010.77,88.68,483.5,0.24
726.90,24.07,61.04,1008.83,94.87,441.84,0.68
392.99,4.43,56.77,1019.04,88.17,491.9,0.11
401.17,11.57,64.72,1002.26,78.69,474.72,0.38
466.42,16.53,58.67,1010.2,95.42,458.67,0.56
698.21,30.72,53.9,1009.94,61.66,435.83,0.66
406.73,12.43,56.65,1007.08,61.56,470.92,0.77
377.34,9.14,55.82,1015.22,78.06,491.97,0.07
718.51,26.54,97.39,1007.52,72.04,431.31,0.32
451.57,16.09,91.56,1017.86,42.74,464.95,0.71
429.05,22.97,72.21,1012.84,64.71,466.7,0.48
683.87,20.35,71.1,1005.85,63.97,446.42,0.4
649.13,23.04,69.85,1014.29,80.23,439.67,0.18
726.59,26.3,85.48,1006.64,85.12,428.83,0.73
731.14,31.24,69.94,999.47,68.17,430.7,0.38
442.08,25.65,57.89,1011.65,46.18,444.01,0.12
452.88,13.98,93.78,1023.6,89.09,462.81,0.78
398.14,4.69,88.5,1024.58,79.35,486.34,0.8
560.55,21.84,93.9,1019.28,62.17,454.99,0.28
447.83,12.59,63.69,1017.01,85.57,474.11,0.65
360.67,14.35,62.71,1016.1,60.86,468.9,0.04
386.33,11.92,56.2,1013.13,84.92,472.5,0.49
400.87,10.39,61.34,1003.31,89.6,473,0.69
780.73,30.83,71.62,1001.7,57.85,435.87,0.24
441.07,12.58,93.1,1014.36,91.72,473.02,0.01
405.01,11.41,93.78,1014.27,91.17,476.81,0.68
419.05,12.64,69.13,1019.78,94,468.78,0.07
411.78,8.6,63.05,1011.8,89.45,480.82,0.62
420.77,7.52,99.99,1015.2,78.41,483.28,0.15
659.93,27.75,96.24,1014.8,45.91,440.83,0.45
511.67,20.17,97.1,1014.38,82.09,454.79,0.05
797.09,32.57,50.49,1011.6,66.47,430.12,0.55
701.75,22.32,67.09,1011.1,77.86,439.49,0.74
399.25,18.32,96.97,1008.15,64.85,454.44,0.61
726.59,24.58,78.45,1006.85,89.02,433.99,0.69
415.11,18.59,55.15,1001.93,58.16,459.72,0.28
597.31,27.67,78.31,1016.51,61.2,433.37,0.76
645.49,25.5,96.39,1009.4,75.22,444.26,0.23
479.04,26.45,65.03,1008.87,53.25,442.12,0.38
731.14,29.22,61.13,1000.87,77.39,430.24,0.18
705.89,31.91,62.73,1014.59,54.51,429.29,0.14
410.97,7.26,98.81,1020.43,90.22,474.91,0.03
410.46,5.06,52.34,1021.49,93.7,483.73,0.64
412.38,12.14,95.57,1010.56,78.31,474.82,0.42
399.76,13.56,74.75,1011.05,73.62,473.16,0.69
442.28,22.58,60.98,1015.66,44.18,460.3,0.2
700.33,28.57,88.6,1007.98,65.55,439.46,0.8
402.18,15.77,71.43,1013.01,79.1,468.78,0.77
418.14,14.24,70.84,1019.7,70.32,466.88,0.4
453.69,17.83,61.34,1025.04,70.58,458.42,0.18
701.45,20.23,57.97,1013,89.79,445.82,0.69
452.28,20.57,69.66,1008.89,38.78,465.69,0.08
422.38,9.25,80.21,1033.25,74.73,478.48,0.09
741.54,27.6,60.09,1011.91,83.66,431.44,0.34
637.21,20.08,75.67,1019,77.06,448.74,0.47
532.78,11.4,51.27,1023.31,75.7,465.79,0.16
444.40,12.88,75.31,1022.71,88.58,470.31,0.42
672.26,25.01,52.84,1009.68,64.94,435.73,0.76
512.88,22.3,75.03,1008.85,81.27,449.86,0.17
693.16,24.51,99.86,1014.15,45.1,447.66,0.7
397.84,19.09,66.17,1013.36,59.14,466.13,0.15
400.36,8.27,52.01,1011,84.64,479.91,0.54
587.62,23.14,80.77,1008.89,81.82,444.51,0.65
414.40,6.82,60.15,1022.12,87.63,489.64,0.32
419.55,9.28,82.42,1018.33,79.89,482.8,0.41
366.02,6.48,99.76,1013.62,92.03,484.65,0.47
404.20,7.2,93.44,1031.71,69.89,480.53,0.11
671.55,24.31,90.59,1011.38,54.35,440.79,0.69
416.73,8.83,74.52,1023.04,86.08,478.87,0.4
449.15,14.5,57.7,1028.2,66.95,465.15,0.03
587.82,24.43,77.64,1017.18,46.84,444.89,0.78
643.98,21.91,60,1009.85,76.8,445.04,0.14
405.11,9.04,50.42,1023.3,76.32,473.57,0.54
689.22,29.18,64.96,1010.04,68.04,428.52,0.48
415.72,14.1,83.86,1021.26,73.87,460.01,0.63
420.36,9.93,57.36,1013.76,96.02,464.64,0.43
438.44,12.56,97.13,1016.93,81.02,467.19,0.15
646.91,30.71,93.67,1011.75,62.81,438.42,0.12
466.72,18.95,77.86,1013.47,81.22,457.58,0.34
716.49,31.87,97.9,1006.94,50.78,429.41,0.05
421.98,13.86,96.77,1010.75,57.9,467.39,0.44
644.18,27.47,70.08,1016.07,48.47,446.69,0.6
420.36,12.49,98.32,1011.37,82.68,461.35,0.63
494.70,22.27,76.69,1014.47,49.33,451.74,0.36
628.83,24.4,72.75,1011.62,70.1,439.06,0.03
453.29,15.46,94.39,1017.52,93.32,461.2,0.78
746.49,27.69,59.59,1005.23,75.71,435.08,0.41
700.33,26.44,81.98,1009.55,73.18,440.43,0.3
412.18,10.89,51.38,1025.82,81.18,478.23,0.03
698.31,30.54,67.9,1007.25,70.46,435.46,0.76
597.42,23.73,97.19,1014.08,62.65,444.07,0.28
672.26,29.01,59.77,1006.44,57.62,428.32,0.42
685.79,28.86,51.09,1006.29,57.19,432.97,0.44
428.64,15.03,62.43,1014.25,94.52,464.91,0.09
731.54,24.43,75.74,1008.03,85.56,434.71,0.05
699.22,28.47,96.95,1013.18,40.73,434.12,0.42
411.37,11.35,70.32,1019.37,96.05,472.32,0.17
418.95,13.1,87.15,1009,87.41,460.34,0.66
523.79,24.39,54.02,1014.92,59.98,447.7,0.55
687.61,27.24,55.28,1013.23,51.96,445.25,0.55
577.62,26.85,83.37,1007.9,60.04,438.01,0.51
645.79,22.97,73.75,1010.5,88.47,440.81,0.21
758.31,32.81,82.9,1005.09,42,433.37,0.63
401.17,9.21,78.94,1019.54,74.44,478.96,0.7
577.62,29.92,75.03,1008.62,45.8,438.99,0.44
685.79,27.52,99.51,1005.65,59.52,439.01,0.53
416.32,7.32,78.49,1015.42,97.25,484.21,0.65
403.90,17.28,61.38,1007.09,74.25,463.28,0.03
672.26,26.7,93.52,1005.31,71.97,430.21,0.52
626.60,32.31,50.97,1010.41,39.39,450.13,0.16
415.11,15.43,53.78,1005.2,85.06,467.21,0.71
343.70,9.29,86.24,1018.84,74.81,483.74,0.03
497.93,23.58,54.25,1003.8,74.62,440.44,0.17
594.08,25.23,89.56,1010.9,70.47,442.64,0.36
